S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state,constituency,value
2144,ATUL GARG,Bharatiya Janata Party,853036,1134,854170,58.09,Uttar Pradesh,Ghaziabad - 12,S2412
2145,AFZAL ANSARI,Samajwadi Party,537784,2128,539912,46.82,Uttar Pradesh,Ghazipur - 75,S2475
2146,RAJEEV RAI,Samajwadi Party,501407,1724,503131,43.73,Uttar Pradesh,Ghosi - 70,S2470
2147,KIRTIVARDHAN SINGH,Bharatiya Janata Party,473691,567,474258,49.77,Uttar Pradesh,Gonda - 59,S2459
2148,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,584512,1322,585834,50.75,Uttar Pradesh,Gorakhpur - 64,S2464
2149,AJENDRA SINGH LODHI,Samajwadi Party,490003,680,490683,44,Uttar Pradesh,Hamirpur - 47,S2447
2150,JAI PRAKASH,Bharatiya Janata Party,485745,1053,486798,44.25,Uttar Pradesh,Hardoi - 31,S2431
2151,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,552334,2412,554746,51.24,Uttar Pradesh,Hathras - 16,S2416
2152,NARAYAN DAS AHIRWAR,Samajwadi Party,529444,736,530180,46.96,Uttar Pradesh,Jalaun - 45,S2445
2153,BABU SINGH KUSHWAHA,Samajwadi Party,506076,3054,509130,46.21,Uttar Pradesh,Jaunpur - 73,S2473
2154,ANURAG SHARMA,Bharatiya Janata Party,689438,878,690316,50,Uttar Pradesh,Jhansi - 46,S2446
2155,IQRA CHOUDHARY,Samajwadi Party,526887,1126,528013,48.9,Uttar Pradesh,Kairana - 2,S242
2156,KARAN BHUSHAN SINGH,Bharatiya Janata Party,570436,827,571263,53.79,Uttar Pradesh,Kaiserganj - 57,S2457
2157,AKHILESH YADAV,Samajwadi Party,640207,2085,642292,52.74,Uttar Pradesh,Kannauj - 42,S2442
2158,RAMESH AWASTHI,Bharatiya Janata Party,440609,2446,443055,49.93,Uttar Pradesh,Kanpur - 43,S2443
2159,PUSHPENDRA SAROJ,Samajwadi Party,509175,612,509787,50.51,Uttar Pradesh,Kaushambi - 50,S2450
2160,UTKARSH VERMA  'MADHUR',Samajwadi Party,555277,2088,557365,45.94,Uttar Pradesh,Kheri - 28,S2428
2161,VIJAY KUMAR DUBAY,Bharatiya Janata Party,516006,339,516345,47.79,Uttar Pradesh,Kushi Nagar - 65,S2465
2162,DAROGA PRASAD SAROJ,Samajwadi Party,437567,2392,439959,43.85,Uttar Pradesh,Lalganj - 68,S2468
2163,RAJ NATH SINGH,Bharatiya Janata Party,610597,2112,612709,53.89,Uttar Pradesh,Lucknow - 35,S2435
2164,PRIYA SAROJ,Samajwadi Party,449561,1731,451292,42.57,Uttar Pradesh,Machhlishahr - 74,S2474
2165,PANKAJ CHAUDHARY,Bharatiya Janata Party,590487,823,591310,48.85,Uttar Pradesh,Maharajganj - 63,S2463
2166,DIMPLE YADAV,Samajwadi Party,596710,1816,598526,56.79,Uttar Pradesh,Mainpuri - 21,S2421
2167,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,507535,2529,510064,53.3,Uttar Pradesh,Mathura - 17,S2417
2168,ARUN GOVIL,Bharatiya Janata Party,544375,2094,546469,46.21,Uttar Pradesh,Meerut - 10,S2410
2169,ANUPRIYA PATEL,Apna Dal (Soneylal),470866,765,471631,42.67,Uttar Pradesh,Mirzapur - 79,S2479
2170,ASHOK KUMAR RAWAT,Bharatiya Janata Party,473971,1045,475016,45.15,Uttar Pradesh,Misrikh - 32,S2432
2171,R.K. CHAUDHARY,Samajwadi Party,666560,1309,667869,48.49,Uttar Pradesh,Mohanlalganj - 34,S2434
2172,RUCHI VIRA,Samajwadi Party,636733,630,637363,49.67,Uttar Pradesh,Moradabad - 6,S246
2173,HARENDRA SINGH MALIK,Samajwadi Party,469804,917,470721,43.64,Uttar Pradesh,Muzaffarnagar - 3,S243
2174,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),511812,740,512552,51.19,Uttar Pradesh,Nagina - 5,S245
2175,PRAVEEN PATEL,Bharatiya Janata Party,451380,1220,452600,44.6,Uttar Pradesh,Phulpur - 51,S2451
2176,JITIN PRASADA,Bharatiya Janata Party,605199,1959,607158,52.3,Uttar Pradesh,Pilibhit - 26,S2426
2177,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,439836,2096,441932,46.65,Uttar Pradesh,Pratapgarh - 39,S2439
2178,RAHUL GANDHI,Indian National Congress,686044,1605,687649,66.17,Uttar Pradesh,Rae Bareli - 36,S2436
2179,MOHIBBULLAH,Samajwadi Party,481252,251,481503,49.74,Uttar Pradesh,Rampur - 7,S247
2180,CHHOTELAL,Samajwadi Party,465240,608,465848,46.14,Uttar Pradesh,Robertsganj - 80,S2480
2181,IMRAN MASOOD,Indian National Congress,547383,584,547967,44.57,Uttar Pradesh,Saharanpur - 1,S241
2182,RAMASHANKAR RAJBHAR,Samajwadi Party,403616,1856,405472,44.2,Uttar Pradesh,Salempur - 71,S2471
2183,ZIA UR REHMAN,Samajwadi Party,570745,416,571161,47.8,Uttar Pradesh,Sambhal - 8,S248
2184,LAXMIKANT PAPPU NISHAD,Samajwadi Party,497488,1207,498695,45.7,Uttar Pradesh,Sant Kabir Nagar - 62,S2462
2185,ARUN KUMAR SAGAR,Bharatiya Janata Party,591500,1218,592718,47.5,Uttar Pradesh,Shahjahanpur - 27,S2427
2186,RAM SHIROMANI VERMA,Samajwadi Party,510754,301,511055,48.83,Uttar Pradesh,Shrawasti - 58,S2458
2187,RAKESH RATHOR,Indian National Congress,530467,671,531138,48.2,Uttar Pradesh,Sitapur - 30,S2430
2188,RAMBHUAL NISHAD,Samajwadi Party,442886,1444,444330,43,Uttar Pradesh,Sultanpur - 38,S2438
2189,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832,1301,616133,47.31,Uttar Pradesh,Unnao - 33,S2433
2190,NARENDRA MODI,Bharatiya Janata Party,611439,1531,612970,54.24,Uttar Pradesh,Varanasi - 77,S2477
2191,PROF S P SINGH BAGHEL,Bharatiya Janata Party,597061,2336,599397,53.34,Uttar Pradesh,Agra - 18,S2418
2192,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,514256,3167,517423,47.6,Uttar Pradesh,Akbarpur - 44,S2444
2193,SATISH KUMAR GAUTAM,Bharatiya Janata Party,500453,1381,501834,44.28,Uttar Pradesh,Aligarh - 15,S2415
2194,UJJWAL RAMAN SINGH,Indian National Congress,461100,1045,462145,48.8,Uttar Pradesh,Allahabad - 52,S2452
2195,LALJI VERMA,Samajwadi Party,543721,1238,544959,46.3,Uttar Pradesh,Ambedkar Nagar - 55,S2455
2196,KISHORI LAL,Indian National Congress,536680,2548,539228,54.99,Uttar Pradesh,Amethi - 37,S2437
2197,KANWAR SINGH TANWAR,Bharatiya Janata Party,475210,1296,476506,42.9,Uttar Pradesh,Amroha - 9,S249
2198,NEERAJ MAURYA,Samajwadi Party,491119,1396,492515,45.23,Uttar Pradesh,Aonla - 24,S2424
2199,DHARMENDRA YADAV,Samajwadi Party,504837,3402,508239,48.2,Uttar Pradesh,Azamgarh - 69,S2469
2200,ADITYA YADAV,Samajwadi Party,501390,465,501855,45.97,Uttar Pradesh,Badaun - 23,S2423
2201,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,485765,3202,488967,52.36,Uttar Pradesh,Baghpat - 11,S2411
2202,ANAND KUMAR,Bharatiya Janata Party,518575,227,518802,49.1,Uttar Pradesh,Baharaich - 56,S2456
2203,SANATAN PANDEY,Samajwadi Party,464473,2595,467068,46.37,Uttar Pradesh,Ballia - 72,S2472
2204,KRISHNA DEVI SHIVSHANKER PATEL,Samajwadi Party,406018,549,406567,38.94,Uttar Pradesh,Banda - 48,S2448
2205,KAMLESH PASWAN,Bharatiya Janata Party,427528,1165,428693,45.38,Uttar Pradesh,Bansgaon - 67,S2467
2206,TANUJ PUNIA,Indian National Congress,718528,1399,719927,55.78,Uttar Pradesh,Barabanki - 53,S2453
2207,CHHATRA PAL SINGH GANGWAR,Bharatiya Janata Party,565600,1527,567127,50.66,Uttar Pradesh,Bareilly - 25,S2425
2208,RAM PRASAD CHAUDHARY,Samajwadi Party,523487,3518,527005,48.67,Uttar Pradesh,Basti - 61,S2461
2209,DR. VINOD KUMAR BIND,Bharatiya Janata Party,458877,1105,459982,42.39,Uttar Pradesh,Bhadohi - 78,S2478
2210,CHANDAN CHAUHAN,Rashtriya Lok Dal,402604,1889,404493,39.48,Uttar Pradesh,Bijnor - 4,S244
2211,DR BHOLA SINGH,Bharatiya Janata Party,594040,3270,597310,56.65,Uttar Pradesh,Bulandshahr - 14,S2414
2212,BIRENDRA SINGH,Samajwadi Party,472928,1548,474476,42.5,Uttar Pradesh,Chandauli - 76,S2476
2213,SHASHANK MANI,Bharatiya Janata Party,503509,1032,504541,48.36,Uttar Pradesh,Deoria - 66,S2466
2214,ANAND BHADAURIYA,Samajwadi Party,442650,1093,443743,39.91,Uttar Pradesh,Dhaurahra - 29,S2429
2215,JAGDAMBIKA PAL,Bharatiya Janata Party,462614,689,463303,45.47,Uttar Pradesh,Domariyaganj - 60,S2460
2216,DEVESH SHAKYA,Samajwadi Party,474263,1545,475808,47.09,Uttar Pradesh,Etah - 22,S2422
2217,JITENDRA KUMAR DOHARE,Samajwadi Party,489358,1389,490747,47.47,Uttar Pradesh,Etawah - 41,S2441
2218,AWADHESH PRASAD,Samajwadi Party,553549,740,554289,48.59,Uttar Pradesh,Faizabad - 54,S2454
2219,MUKESH RAJPUT,Bharatiya Janata Party,486925,1038,487963,47.2,Uttar Pradesh,Farrukhabad - 40,S2440
2220,NARESH CHANDRA UTTAM PATEL,Samajwadi Party,499866,462,500328,45.2,Uttar Pradesh,Fatehpur - 49,S2449
2221,RAJKUMAR CHAHAR,Bharatiya Janata Party,442862,2795,445657,43.09,Uttar Pradesh,Fatehpur Sikri - 19,S2419
2222,AKSHAYA YADAV,Samajwadi Party,541861,1176,543037,49.04,Uttar Pradesh,Firozabad - 20,S2420
2223,DR. MAHESH SHARMA,Bharatiya Janata Party,855413,2416,857829,59.69,Uttar Pradesh,Gautam Buddha Nagar - 13,S2413
2224,ATUL GARG,Bharatiya Janata Party,853036,1134,854170,58.09,Uttar Pradesh,Ghaziabad - 12,S2412
2225,AFZAL ANSARI,Samajwadi Party,537784,2128,539912,46.82,Uttar Pradesh,Ghazipur - 75,S2475
2226,RAJEEV RAI,Samajwadi Party,501407,1724,503131,43.73,Uttar Pradesh,Ghosi - 70,S2470
2227,KIRTIVARDHAN SINGH,Bharatiya Janata Party,473691,567,474258,49.77,Uttar Pradesh,Gonda - 59,S2459
2228,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,584512,1322,585834,50.75,Uttar Pradesh,Gorakhpur - 64,S2464
2229,AJENDRA SINGH LODHI,Samajwadi Party,490003,680,490683,44,Uttar Pradesh,Hamirpur - 47,S2447
2230,JAI PRAKASH,Bharatiya Janata Party,485745,1053,486798,44.25,Uttar Pradesh,Hardoi - 31,S2431
2231,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,552334,2412,554746,51.24,Uttar Pradesh,Hathras - 16,S2416
2232,NARAYAN DAS AHIRWAR,Samajwadi Party,529444,736,530180,46.96,Uttar Pradesh,Jalaun - 45,S2445
2233,BABU SINGH KUSHWAHA,Samajwadi Party,506076,3054,509130,46.21,Uttar Pradesh,Jaunpur - 73,S2473
2234,ANURAG SHARMA,Bharatiya Janata Party,689438,878,690316,50,Uttar Pradesh,Jhansi - 46,S2446
2235,IQRA CHOUDHARY,Samajwadi Party,526887,1126,528013,48.9,Uttar Pradesh,Kairana - 2,S242
2236,KARAN BHUSHAN SINGH,Bharatiya Janata Party,570436,827,571263,53.79,Uttar Pradesh,Kaiserganj - 57,S2457
2237,AKHILESH YADAV,Samajwadi Party,640207,2085,642292,52.74,Uttar Pradesh,Kannauj - 42,S2442
2238,RAMESH AWASTHI,Bharatiya Janata Party,440609,2446,443055,49.93,Uttar Pradesh,Kanpur - 43,S2443
2239,PUSHPENDRA SAROJ,Samajwadi Party,509175,612,509787,50.51,Uttar Pradesh,Kaushambi - 50,S2450
2240,UTKARSH VERMA  'MADHUR',Samajwadi Party,555277,2088,557365,45.94,Uttar Pradesh,Kheri - 28,S2428
2241,VIJAY KUMAR DUBAY,Bharatiya Janata Party,516006,339,516345,47.79,Uttar Pradesh,Kushi Nagar - 65,S2465
2242,DAROGA PRASAD SAROJ,Samajwadi Party,437567,2392,439959,43.85,Uttar Pradesh,Lalganj - 68,S2468
2243,RAJ NATH SINGH,Bharatiya Janata Party,610597,2112,612709,53.89,Uttar Pradesh,Lucknow - 35,S2435
2244,PRIYA SAROJ,Samajwadi Party,449561,1731,451292,42.57,Uttar Pradesh,Machhlishahr - 74,S2474
2245,PANKAJ CHAUDHARY,Bharatiya Janata Party,590487,823,591310,48.85,Uttar Pradesh,Maharajganj - 63,S2463
2246,DIMPLE YADAV,Samajwadi Party,596710,1816,598526,56.79,Uttar Pradesh,Mainpuri - 21,S2421
2247,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,507535,2529,510064,53.3,Uttar Pradesh,Mathura - 17,S2417
2248,ARUN GOVIL,Bharatiya Janata Party,544375,2094,546469,46.21,Uttar Pradesh,Meerut - 10,S2410
2249,ANUPRIYA PATEL,Apna Dal (Soneylal),470866,765,471631,42.67,Uttar Pradesh,Mirzapur - 79,S2479
2250,ASHOK KUMAR RAWAT,Bharatiya Janata Party,473971,1045,475016,45.15,Uttar Pradesh,Misrikh - 32,S2432
2251,R.K. CHAUDHARY,Samajwadi Party,666560,1309,667869,48.49,Uttar Pradesh,Mohanlalganj - 34,S2434
2252,RUCHI VIRA,Samajwadi Party,636733,630,637363,49.67,Uttar Pradesh,Moradabad - 6,S246
2253,HARENDRA SINGH MALIK,Samajwadi Party,469804,917,470721,43.64,Uttar Pradesh,Muzaffarnagar - 3,S243
2254,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),511812,740,512552,51.19,Uttar Pradesh,Nagina - 5,S245
2255,PRAVEEN PATEL,Bharatiya Janata Party,451380,1220,452600,44.6,Uttar Pradesh,Phulpur - 51,S2451
2256,JITIN PRASADA,Bharatiya Janata Party,605199,1959,607158,52.3,Uttar Pradesh,Pilibhit - 26,S2426
2257,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,439836,2096,441932,46.65,Uttar Pradesh,Pratapgarh - 39,S2439
2258,RAHUL GANDHI,Indian National Congress,686044,1605,687649,66.17,Uttar Pradesh,Rae Bareli - 36,S2436
2259,MOHIBBULLAH,Samajwadi Party,481252,251,481503,49.74,Uttar Pradesh,Rampur - 7,S247
2260,CHHOTELAL,Samajwadi Party,465240,608,465848,46.14,Uttar Pradesh,Robertsganj - 80,S2480
2261,IMRAN MASOOD,Indian National Congress,547383,584,547967,44.57,Uttar Pradesh,Saharanpur - 1,S241
2262,RAMASHANKAR RAJBHAR,Samajwadi Party,403616,1856,405472,44.2,Uttar Pradesh,Salempur - 71,S2471
2263,ZIA UR REHMAN,Samajwadi Party,570745,416,571161,47.8,Uttar Pradesh,Sambhal - 8,S248
2264,LAXMIKANT PAPPU NISHAD,Samajwadi Party,497488,1207,498695,45.7,Uttar Pradesh,Sant Kabir Nagar - 62,S2462
2265,ARUN KUMAR SAGAR,Bharatiya Janata Party,591500,1218,592718,47.5,Uttar Pradesh,Shahjahanpur - 27,S2427
2266,RAM SHIROMANI VERMA,Samajwadi Party,510754,301,511055,48.83,Uttar Pradesh,Shrawasti - 58,S2458
2267,RAKESH RATHOR,Indian National Congress,530467,671,531138,48.2,Uttar Pradesh,Sitapur - 30,S2430
2268,RAMBHUAL NISHAD,Samajwadi Party,442886,1444,444330,43,Uttar Pradesh,Sultanpur - 38,S2438
2269,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832,1301,616133,47.31,Uttar Pradesh,Unnao - 33,S2433
2270,NARENDRA MODI,Bharatiya Janata Party,611439,1531,612970,54.24,Uttar Pradesh,Varanasi - 77,S2477
2271,AJAY TAMTA,Bharatiya Janata Party,417535,11632,429167,64.2,Uttarakhand,Almora - 3,S283
2272,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,58.6,Uttarakhand,Garhwal - 2,S282
2273,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498,5310,653808,50.19,Uttarakhand,Haridwar - 5,S285
2274,AJAY BHATT,Bharatiya Janata Party,766397,6274,772671,61.03,Uttarakhand,Nainital-Udhamsingh Nagar - 4,S284
2275,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,455949,6654,462603,53.66,Uttarakhand,Tehri Garhwal - 1,S281
2276,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,West Bengal,Alipurduars - 2,S252
2277,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,West Bengal,Arambagh - 29,S2529
2278,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53,West Bengal,Asansol - 40,S2540
2279,PATHAN YUSUF,All India Trinamool Congress,523630,886,524516,37.88,West Bengal,Baharampur - 10,S2510
2280,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47,West Bengal,Balurghat - 6,S256
2281,SHANTANU THAKUR,Bharatiya Janata Party,716952,2553,719505,48.19,West Bengal,Bangaon - 14,S2514
2282,ARUP CHAKRABORTY,All India Trinamool Congress,637465,4348,641813,44.33,West Bengal,Bankura - 36,S2536
2283,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,689513,2497,692010,45.15,West Bengal,Barasat - 17,S2517
2284,DR. SHARMILA SARKAR,All India Trinamool Congress,717881,2421,720302,48.11,West Bengal,Bardhaman Purba - 38,S2538
2285,AZAD KIRTI JHA,All India Trinamool Congress,717069,3598,720667,47.99,West Bengal,Bardhaman-Durgapur - 39,S2539
2286,PARTHA BHOWMICK,All India Trinamool Congress,518486,1745,520231,45.56,West Bengal,Barrackpur - 15,S2515
2287,SK NURUL ISLAM,All India Trinamool Congress,801542,2220,803762,52.76,West Bengal,Basirhat - 18,S2518
2288,SATABDI ROY,All India Trinamool Congress,714972,2989,717961,47,West Bengal,Birbhum - 42,S2542
2289,KHAN SAUMITRA,Bharatiya Janata Party,677320,2810,680130,44.93,West Bengal,Bishnupur - 37,S2537
2290,ASIT KUMAR MAL,All India Trinamool Congress,851209,4424,855633,55.98,West Bengal,Bolpur - 41,S2541
2291,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,785747,2628,788375,48.57,West Bengal,Coochbehar - 1,S251
2292,RAJU BISTA,Bharatiya Janata Party,675324,4007,679331,51.18,West Bengal,Darjeeling - 4,S254
2293,ABHISHEK BANERJEE,All India Trinamool Congress,1043493,4737,1048230,68.48,West Bengal,Diamond harbour - 21,S2521
2294,SOUGATA RAY,All India Trinamool Congress,526289,2290,528579,41.95,West Bengal,Dum dum - 16,S2516
2295,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,834558,3432,837990,52.36,West Bengal,Ghatal - 32,S2532
2296,RACHNA BANERJEE,All India Trinamool Congress,700120,2624,702744,46.31,West Bengal,Hooghly - 28,S2528
2297,PRASUN BANERJEE,All India Trinamool Congress,625229,1264,626493,49.26,West Bengal,Howrah - 25,S2525
2298,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,45.83,West Bengal,Jadavpur - 22,S2522
2299,DR JAYANTA KUMAR ROY,Bharatiya Janata Party,763236,3332,766568,48.57,West Bengal,Jalpaiguri - 3,S253
2300,KHALILUR RAHAMAN,All India Trinamool Congress,543449,978,544427,39.75,West Bengal,Jangipur - 9,S259
2301,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,740132,3346,743478,49.87,West Bengal,Jhargram - 33,S2533
2302,PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32,West Bengal,Joynagar - 19,S2519
2303,ADHIKARI SOUMENDU,Bharatiya Janata Party,757906,5289,763195,49.85,West Bengal,Kanthi - 31,S2531
2304,MALA ROY,All India Trinamool Congress,612725,2549,615274,49.48,West Bengal,Kolkata Dakshin - 23,S2523
2305,BANDYOPADHYAY SUDIP,All India Trinamool Congress,453177,1519,454696,47.44,West Bengal,Kolkata Uttar - 24,S2524
2306,MAHUA MOITRA,All India Trinamool Congress,624711,4078,628789,44.1,West Bengal,Krishnanagar - 12,S2512
2307,ISHA KHAN CHOUDHURY,Indian National Congress,570966,1429,572395,41.79,West Bengal,Maldaha Dakshin - 8,S258
2308,KHAGEN MURMU,Bharatiya Janata Party,525109,1914,527023,37.18,West Bengal,Maldaha Uttar - 7,S257
2309,BAPI HALDAR,All India Trinamool Congress,752486,3245,755731,50.52,West Bengal,Mathurapur - 20,S2520
2310,JUNE MALIAH,All India Trinamool Congress,699562,2630,702192,47.4,West Bengal,Medinipur - 34,S2534
2311,ABU TAHER KHAN,All India Trinamool Congress,681674,768,682442,44.27,West Bengal,Murshidabad - 11,S2511
2312,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,576246,2243,578489,40.34,West Bengal,Purulia - 35,S2535
2313,KARTICK CHANDRA PAUL,Bharatiya Janata Party,558644,2253,560897,40.99,West Bengal,Raiganj - 5,S255
2314,JAGANNATH SARKAR,Bharatiya Janata Party,778046,4350,782396,50.78,West Bengal,Ranaghat - 13,S2513
2315,KALYAN BANERJEE,All India Trinamool Congress,671865,2105,673970,45.65,West Bengal,Srerampur - 27,S2527
2316,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,761183,4401,765584,48.54,West Bengal,Tamluk - 30,S2530
2317,SAJDA AHMED,All India Trinamool Congress,722586,2036,724622,52.1,West Bengal,Uluberia - 26,S2526
2318,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,West Bengal,Alipurduars - 2,S252
2319,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,West Bengal,Arambagh - 29,S2529
2320,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53,West Bengal,Asansol - 40,S2540
2321,PATHAN YUSUF,All India Trinamool Congress,523630,886,524516,37.88,West Bengal,Baharampur - 10,S2510
2322,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47,West Bengal,Balurghat - 6,S256
2323,SHANTANU THAKUR,Bharatiya Janata Party,716952,2553,719505,48.19,West Bengal,Bangaon - 14,S2514
2324,ARUP CHAKRABORTY,All India Trinamool Congress,637465,4348,641813,44.33,West Bengal,Bankura - 36,S2536
2325,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,689513,2497,692010,45.15,West Bengal,Barasat - 17,S2517
2326,DR. SHARMILA SARKAR,All India Trinamool Congress,717881,2421,720302,48.11,West Bengal,Bardhaman Purba - 38,S2538
2327,AZAD KIRTI JHA,All India Trinamool Congress,717069,3598,720667,47.99,West Bengal,Bardhaman-Durgapur - 39,S2539
2328,PARTHA BHOWMICK,All India Trinamool Congress,518486,1745,520231,45.56,West Bengal,Barrackpur - 15,S2515
2329,SK NURUL ISLAM,All India Trinamool Congress,801542,2220,803762,52.76,West Bengal,Basirhat - 18,S2518
2330,SATABDI ROY,All India Trinamool Congress,714972,2989,717961,47,West Bengal,Birbhum - 42,S2542
2331,KHAN SAUMITRA,Bharatiya Janata Party,677320,2810,680130,44.93,West Bengal,Bishnupur - 37,S2537
2332,ASIT KUMAR MAL,All India Trinamool Congress,851209,4424,855633,55.98,West Bengal,Bolpur - 41,S2541
2333,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,785747,2628,788375,48.57,West Bengal,Coochbehar - 1,S251
2334,RAJU BISTA,Bharatiya Janata Party,675324,4007,679331,51.18,West Bengal,Darjeeling - 4,S254
2335,ABHISHEK BANERJEE,All India Trinamool Congress,1043493,4737,1048230,68.48,West Bengal,Diamond harbour - 21,S2521
2336,SOUGATA RAY,All India Trinamool Congress,526289,2290,528579,41.95,West Bengal,Dum dum - 16,S2516
2337,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,834558,3432,837990,52.36,West Bengal,Ghatal - 32,S2532
2338,RACHNA BANERJEE,All India Trinamool Congress,700120,2624,702744,46.31,West Bengal,Hooghly - 28,S2528
2339,PRASUN BANERJEE,All India Trinamool Congress,625229,1264,626493,49.26,West Bengal,Howrah - 25,S2525
2340,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,45.83,West Bengal,Jadavpur - 22,S2522
2341,DR JAYANTA KUMAR ROY,Bharatiya Janata Party,763236,3332,766568,48.57,West Bengal,Jalpaiguri - 3,S253
2342,KHALILUR RAHAMAN,All India Trinamool Congress,543449,978,544427,39.75,West Bengal,Jangipur - 9,S259
2343,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,740132,3346,743478,49.87,West Bengal,Jhargram - 33,S2533
2344,PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32,West Bengal,Joynagar - 19,S2519
2345,ADHIKARI SOUMENDU,Bharatiya Janata Party,757906,5289,763195,49.85,West Bengal,Kanthi - 31,S2531
2346,MALA ROY,All India Trinamool Congress,612725,2549,615274,49.48,West Bengal,Kolkata Dakshin - 23,S2523
2347,BANDYOPADHYAY SUDIP,All India Trinamool Congress,453177,1519,454696,47.44,West Bengal,Kolkata Uttar - 24,S2524
2348,MAHUA MOITRA,All India Trinamool Congress,624711,4078,628789,44.1,West Bengal,Krishnanagar - 12,S2512
2349,ISHA KHAN CHOUDHURY,Indian National Congress,570966,1429,572395,41.79,West Bengal,Maldaha Dakshin - 8,S258
2350,KHAGEN MURMU,Bharatiya Janata Party,525109,1914,527023,37.18,West Bengal,Maldaha Uttar - 7,S257
2351,BAPI HALDAR,All India Trinamool Congress,752486,3245,755731,50.52,West Bengal,Mathurapur - 20,S2520
2352,JUNE MALIAH,All India Trinamool Congress,699562,2630,702192,47.4,West Bengal,Medinipur - 34,S2534
2353,ABU TAHER KHAN,All India Trinamool Congress,681674,768,682442,44.27,West Bengal,Murshidabad - 11,S2511
2354,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,576246,2243,578489,40.34,West Bengal,Purulia - 35,S2535
2355,KARTICK CHANDRA PAUL,Bharatiya Janata Party,558644,2253,560897,40.99,West Bengal,Raiganj - 5,S255
2356,JAGANNATH SARKAR,Bharatiya Janata Party,778046,4350,782396,50.78,West Bengal,Ranaghat - 13,S2513
2357,KALYAN BANERJEE,All India Trinamool Congress,671865,2105,673970,45.65,West Bengal,Srerampur - 27,S2527
2358,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,761183,4401,765584,48.54,West Bengal,Tamluk - 30,S2530
2359,SAJDA AHMED,All India Trinamool Congress,722586,2036,724622,52.1,West Bengal,Uluberia - 26,S2526
2360,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,West Bengal,Alipurduars - 2,S252
2361,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,West Bengal,Arambagh - 29,S2529
2362,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53,West Bengal,Asansol - 40,S2540
2363,PATHAN YUSUF,All India Trinamool Congress,523630,886,524516,37.88,West Bengal,Baharampur - 10,S2510
2364,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47,West Bengal,Balurghat - 6,S256
2365,SHANTANU THAKUR,Bharatiya Janata Party,716952,2553,719505,48.19,West Bengal,Bangaon - 14,S2514
2366,ARUP CHAKRABORTY,All India Trinamool Congress,637465,4348,641813,44.33,West Bengal,Bankura - 36,S2536
2367,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,689513,2497,692010,45.15,West Bengal,Barasat - 17,S2517
